Period Start Date,Period End Date,Total Payable,Currency,Transaction Key,Transaction Posted Timestamp,Transaction Type,Transaction Description,Customer Order #,Customer Order line #,Purchase Order #,Purchase Order line #,Amount,Amount Type,Ship Qty,Commission Rate,Base Commission Rate,Transaction Reason Description,Partner Item Id,Partner GTIN,Partner Item Name,Product Tax Code,Ship to State,Ship to City,Ship to Zipcode,Contract Category,Product Type,Commission Rule,Shipping Method,Fulfillment Type,Fulfillment Details,Original Commission,Commission Incentive Program,Commission Saving,Customer Promo Type,Total Walmart Funded Savings Program,Campaign Id,Item Condition,Original charge,Charge Savings,Incentive Program Name,Ship to country,Store Id
"",,,,2026_07_19_837664,07/18/2026,Sale,Purchase,200014815297679,2,129119915369439,2,-0.86,Product tax withheld,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,NJ,Barnegat,08005,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_19_837664,07/18/2026,Sale,Purchase,200014815297679,2,129119915369439,2,-1.95,Commission on Product,1,15.00,15.00,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,NJ,Barnegat,08005,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_15_812052,07/14/2026,Sale,Purchase,200014814728408,1,119119248703291,1,12.99,Product Price,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MN,Duluth,55811,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_812052,07/14/2026,Sale,Purchase,200014814728408,1,119119248703291,1,1.15,Product tax,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MN,Duluth,55811,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_812052,07/14/2026,Sale,Purchase,200014814728408,1,119119248703291,1,-1.15,Product tax withheld,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MN,Duluth,55811,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_812052,07/14/2026,Sale,Purchase,200014814728408,1,119119248703291,1,-1.95,Commission on Product,1,15.00,15.00,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MN,Duluth,55811,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_15_837872,07/14/2026,Adjustment,WFS Fulfillment fee,200014814728408,1,119119248703291,1,-3.45,Fee/Reimbursement,,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MN,Duluth,55811,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_15_1533314,07/14/2026,Sale,Purchase,200014813960122,2,129119689265581,2,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NY,Henderson,13650,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_1533314,07/14/2026,Sale,Purchase,200014813960122,2,129119689265581,2,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NY,Henderson,13650,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_15_1561994,07/14/2026,Adjustment,WFS Fulfillment fee,200014813960122,2,129119689265581,2,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NY,Henderson,13650,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_1720962,07/24/2026,Adjustment,WFS Fulfillment fee,200014813662960,15,119120668762177,15,-4.95,Fee/Reimbursement,,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,TX,Mckinney,75069,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-4.95,0.00,,USA,
"",,,,2026_07_25_1720963,07/24/2026,Sale,Purchase,200014813662960,15,119120668762177,15,13.99,Product Price,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,TX,Mckinney,75069,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_1720963,07/24/2026,Sale,Purchase,200014813662960,15,119120668762177,15,-2.10,Commission on Product,1,15.00,15.00,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,TX,Mckinney,75069,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-2.10,,0.00,,,,,,,,USA,
"",,,,2026_07_20_1208374,07/19/2026,Sale,Purchase,200014813478217,5,129120122341585,5,12.99,Product Price,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,OH,Akron,44319,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_1208374,07/19/2026,Sale,Purchase,200014813478217,5,129120122341585,5,0.87,Product tax,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,OH,Akron,44319,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_1208374,07/19/2026,Sale,Purchase,200014813478217,5,129120122341585,5,-0.87,Product tax withheld,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,OH,Akron,44319,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_1208374,07/19/2026,Sale,Purchase,200014813478217,5,129120122341585,5,-1.95,Commission on Product,1,15.00,15.00,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,OH,Akron,44319,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_20_1233974,07/19/2026,Adjustment,WFS Fulfillment fee,200014813478217,5,129120122341585,5,-3.45,Fee/Reimbursement,,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,OH,Akron,44319,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_24_1491042,07/23/2026,Sale,Purchase,200014813122260,9,129120541608402,9,11.99,Product Price,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,CA,Calistoga,94515,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1491042,07/23/2026,Sale,Purchase,200014813122260,9,129120541608402,9,1.11,Product tax,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,CA,Calistoga,94515,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1491042,07/23/2026,Sale,Purchase,200014813122260,9,129120541608402,9,-1.11,Product tax withheld,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,CA,Calistoga,94515,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1491042,07/23/2026,Sale,Purchase,200014813122260,9,129120541608402,9,-1.80,Commission on Product,1,15.00,15.00,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,CA,Calistoga,94515,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1515234,07/23/2026,Adjustment,WFS Fulfillment fee,200014813122260,9,129120541608402,9,-3.45,Fee/Reimbursement,,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,CA,Calistoga,94515,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_22_1258862,07/21/2026,Adjustment,WFS Fulfillment fee,200014812627554,1,129120333847649,1,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NJ,Manalapan,07726,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_22_1258863,07/21/2026,Sale,Purchase,200014812627554,1,129120333847649,1,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NJ,Manalapan,07726,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1258863,07/21/2026,Sale,Purchase,200014812627554,1,129120333847649,1,0.79,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NJ,Manalapan,07726,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1258863,07/21/2026,Sale,Purchase,200014812627554,1,129120333847649,1,-0.79,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NJ,Manalapan,07726,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1258863,07/21/2026,Sale,Purchase,200014812627554,1,129120333847649,1,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NJ,Manalapan,07726,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_17_669445,07/16/2026,Adjustment,WFS Fulfillment fee,200014812158639,2,129119795222804,2,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Scottdale,15683,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_17_669446,07/16/2026,Sale,Purchase,200014812158639,2,129119795222804,2,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Scottdale,15683,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_17_669446,07/16/2026,Sale,Purchase,200014812158639,2,129119795222804,2,0.78,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Scottdale,15683,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_17_669446,07/16/2026,Sale,Purchase,200014812158639,2,129119795222804,2,-0.78,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Scottdale,15683,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_17_669446,07/16/2026,Sale,Purchase,200014812158639,2,129119795222804,2,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Scottdale,15683,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1072115,07/23/2026,Adjustment,WFS Fulfillment fee,200014812016273,1,129120437981154,1,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IN,Lafayette,47909,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_24_1072116,07/23/2026,Sale,Purchase,200014812016273,1,129120437981154,1,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IN,Lafayette,47909,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1072116,07/23/2026,Sale,Purchase,200014812016273,1,129120437981154,1,0.84,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IN,Lafayette,47909,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1072116,07/23/2026,Sale,Purchase,200014812016273,1,129120437981154,1,-0.84,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IN,Lafayette,47909,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1072116,07/23/2026,Sale,Purchase,200014812016273,1,129120437981154,1,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IN,Lafayette,47909,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_12_292981,07/11/2026,Adjustment,WFS Fulfillment fee,200014810507897,25,119119250566897,25,-3.45,Fee/Reimbursement,,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MO,Kansas City,64136,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_12_292982,07/11/2026,Sale,Purchase,200014810507897,25,119119250566897,25,12.99,Product Price,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MO,Kansas City,64136,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_292982,07/11/2026,Sale,Purchase,200014810507897,25,119119250566897,25,0.97,Product tax,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MO,Kansas City,64136,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_292982,07/11/2026,Sale,Purchase,200014810507897,25,119119250566897,25,-0.97,Product tax withheld,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MO,Kansas City,64136,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_292982,07/11/2026,Sale,Purchase,200014810507897,25,119119250566897,25,-1.95,Commission on Product,1,15.00,15.00,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,MO,Kansas City,64136,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_16_1072254,07/15/2026,Sale,Purchase,200014810094395,6,129119792020599,6,17.99,Product Price,1,,,,XO-UJ6I-GLD8,00198715898217,Waterproof Kinesiology Tape - 3 Rolls - Knee Support & Muscle Pain Relief - 16.4 ft Uncut Sports Kinetic Tape for Joint Stability - 50 Instructional Videos,2038951,MN,Saint Cloud,56303,Sporting Goods,Sports Tapes,BSE-69-8.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_1072254,07/15/2026,Sale,Purchase,200014810094395,6,129119792020599,6,1.44,Product tax,1,,,,XO-UJ6I-GLD8,00198715898217,Waterproof Kinesiology Tape - 3 Rolls - Knee Support & Muscle Pain Relief - 16.4 ft Uncut Sports Kinetic Tape for Joint Stability - 50 Instructional Videos,2038951,MN,Saint Cloud,56303,Sporting Goods,Sports Tapes,BSE-69-8.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_1072254,07/15/2026,Sale,Purchase,200014810094395,6,129119792020599,6,-1.44,Product tax withheld,1,,,,XO-UJ6I-GLD8,00198715898217,Waterproof Kinesiology Tape - 3 Rolls - Knee Support & Muscle Pain Relief - 16.4 ft Uncut Sports Kinetic Tape for Joint Stability - 50 Instructional Videos,2038951,MN,Saint Cloud,56303,Sporting Goods,Sports Tapes,BSE-69-8.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_1072254,07/15/2026,Sale,Purchase,200014810094395,6,129119792020599,6,-2.70,Commission on Product,1,15.00,15.00,,XO-UJ6I-GLD8,00198715898217,Waterproof Kinesiology Tape - 3 Rolls - Knee Support & Muscle Pain Relief - 16.4 ft Uncut Sports Kinetic Tape for Joint Stability - 50 Instructional Videos,2038951,MN,Saint Cloud,56303,Sporting Goods,Sports Tapes,BSE-69-8.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-2.70,,0.00,,,,,,,,USA,
"",,,,2026_07_16_1132920,07/15/2026,Adjustment,WFS Fulfillment fee,200014810094395,6,129119792020599,6,-3.45,Fee/Reimbursement,,,,,XO-UJ6I-GLD8,00198715898217,Waterproof Kinesiology Tape - 3 Rolls - Knee Support & Muscle Pain Relief - 16.4 ft Uncut Sports Kinetic Tape for Joint Stability - 50 Instructional Videos,2038951,MN,Saint Cloud,56303,Sporting Goods,Sports Tapes,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_24_1490913,07/23/2026,Sale,Purchase,200014806817430,3,129120540966871,3,12.99,Product Price,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,FL,Cocoa,32927,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1490913,07/23/2026,Sale,Purchase,200014806817430,3,129120540966871,3,-1.95,Commission on Product,1,15.00,15.00,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,FL,Cocoa,32927,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1515118,07/23/2026,Adjustment,WFS Fulfillment fee,200014806817430,3,129120540966871,3,-3.45,Fee/Reimbursement,,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,FL,Cocoa,32927,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_23_763874,07/22/2026,Adjustment,WFS Fulfillment fee,200014796960227,2,129120334319329,2,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MN,Columbus,55025,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_23_763875,07/22/2026,Sale,Purchase,200014796960227,2,129120334319329,2,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MN,Columbus,55025,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_763875,07/22/2026,Sale,Purchase,200014796960227,2,129120334319329,2,0.97,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MN,Columbus,55025,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
